category,hour,game,lat,lon,home,win
LARCENY/THEFT,14,Game 5,-122.403070000847,37.7852686309087,home,win
VANDALISM,14,Game 5,-122.398791708177,37.787204233605,home,win
LARCENY/THEFT,14,Game 5,-122.396374439116,37.7980532528058,home,win
OTHER OFFENSES,14,Game 5,-122.396533248456,37.7783268978785,home,win
OTHER OFFENSES,13,Game 5,-122.40481652565,37.7966551079447,home,win
LARCENY/THEFT,13,Game 5,-122.39670853026,37.7978728855933,home,win
LARCENY/THEFT,13,Game 5,-122.422172980067,37.7851667231765,home,win
MISSING PERSON,13,Game 5,-122.407585440684,37.8054719026703,home,win
MISSING PERSON,13,Game 5,-122.407585440684,37.8054719026703,home,win
LARCENY/THEFT,12,Game 5,-122.407244087032,37.7865647607685,home,win
FORGERY/COUNTERFEITING,12,Game 5,-122.421886357981,37.7649178909424,home,win
BAD CHECKS,12,Game 5,-122.421886357981,37.7649178909424,home,win
ASSAULT,12,Game 5,-122.398919477596,37.796953574467,home,win
DRUNKENNESS,12,Game 5,-122.398919477596,37.796953574467,home,win
ASSAULT,12,Game 5,-122.410768766343,37.7832145190013,home,win
NON-CRIMINAL,12,Game 5,-122.408068345148,37.7839916768161,home,win
NON-CRIMINAL,12,Game 5,-122.408068345148,37.7839916768161,home,win
LARCENY/THEFT,12,Game 5,-122.42412350881,37.8033613356362,home,win
OTHER OFFENSES,12,Game 5,-122.420001436964,37.7740948566882,home,win
MISSING PERSON,12,Game 5,-122.41158898537,37.7543133191277,home,win
SUSPICIOUS OCC,11,Game 5,-122.413721365568,37.7754368242462,home,win
ASSAULT,11,Game 5,-122.413069926397,37.7820204255866,home,win
OTHER OFFENSES,11,Game 5,-122.418618953339,37.7730525547653,home,win
NON-CRIMINAL,11,Game 5,-122.415781281593,37.7588312134679,home,win
LARCENY/THEFT,11,Game 5,-122.405254463024,37.7892525040522,home,win
VANDALISM,11,Game 5,-122.41577026404,37.7580118295123,home,win
LARCENY/THEFT,11,Game 5,-122.398345509398,37.7818000283634,home,win
LARCENY/THEFT,11,Game 5,-122.403404791479,37.775420706711,home,win
LARCENY/THEFT,11,Game 5,-122.406317303329,37.7923472630257,home,win
LARCENY/THEFT,10,Game 5,-122.408064958219,37.7869021819676,home,win
LARCENY/THEFT,10,Game 5,-122.417970141118,37.8022023203709,home,win
NON-CRIMINAL,10,Game 5,-122.420818330445,37.7828946450912,home,win
LARCENY/THEFT,10,Game 5,-122.418874787518,37.8024597269615,home,win
LARCENY/THEFT,9,Game 5,-122.403404791479,37.775420706711,home,win
MISSING PERSON,9,Game 5,-122.413045971966,37.7738617771611,home,win
MISSING PERSON,9,Game 5,-122.413045971966,37.7738617771611,home,win
NON-CRIMINAL,9,Game 5,-122.423622537404,37.7647573853335,home,win
VEHICLE THEFT,9,Game 5,-122.405942290896,37.7696597423213,home,win
VEHICLE THEFT,8,Game 5,-122.406472333764,37.7769634424169,home,win
WEAPON LAWS,8,Game 5,-122.414302052544,37.781863316866,home,win
SUSPICIOUS OCC,8,Game 5,-122.414302052544,37.781863316866,home,win
LARCENY/THEFT,8,Game 5,-122.38917826265,37.7817062612299,home,win
LARCENY/THEFT,6,Game 5,-122.412784096502,37.7848656939526,home,win
NON-CRIMINAL,6,Game 5,-122.40050441968,37.7874513289662,home,win
LARCENY/THEFT,6,Game 5,-122.408710606663,37.7809706722053,home,win
NON-CRIMINAL,6,Game 5,-122.409791662293,37.7985083480435,home,win
LARCENY/THEFT,6,Game 5,-122.409795194505,37.7800356268394,home,win
ARSON,5,Game 5,-122.396305356237,37.7932572003309,home,win
NON-CRIMINAL,5,Game 5,-122.396305356237,37.7932572003309,home,win
BURGLARY,5,Game 5,-122.415144329833,37.7628783835763,home,win
FRAUD,5,Game 5,-122.415144329833,37.7628783835763,home,win
OTHER OFFENSES,3,Game 5,-122.414056291891,37.7827931071006,home,win
LIQUOR LAWS,3,Game 5,-122.419331147814,37.7622643357423,home,win
OTHER OFFENSES,3,Game 5,-122.419331147814,37.7622643357423,home,win
OTHER OFFENSES,3,Game 5,-122.419507546169,37.7763700981455,home,win
VANDALISM,3,Game 5,-122.413192128726,37.7951956757685,home,win
LARCENY/THEFT,3,Game 5,-122.419515708406,37.7634292328496,home,win
FRAUD,3,Game 5,-122.419515708406,37.7634292328496,home,win
NON-CRIMINAL,3,Game 5,-122.406690592261,37.7852071918419,home,win
ASSAULT,2,Game 5,-122.410699657634,37.7869881885308,home,win
LARCENY/THEFT,2,Game 5,-122.416230392543,37.7636337702985,home,win
LARCENY/THEFT,1,Game 5,-122.407152172242,37.7903655795398,home,win
LARCENY/THEFT,1,Game 5,-122.422701131076,37.7632427146292,home,win
LARCENY/THEFT,1,Game 5,-122.420515681408,37.7893840503369,home,win
LARCENY/THEFT,1,Game 5,-122.413287527194,37.7711962032376,home,win
LARCENY/THEFT,1,Game 5,-122.402070243227,37.7887198688133,home,win
LARCENY/THEFT,1,Game 5,-122.413287527194,37.7711962032376,home,win
LARCENY/THEFT,1,Game 5,-122.420515681408,37.7893840503369,home,win
LARCENY/THEFT,1,Game 5,-122.435795989446,37.7982569877565,home,win
LARCENY/THEFT,0,Game 5,-122.403404791479,37.775420706711,home,win
OTHER OFFENSES,0,Game 5,-122.408809960454,37.7985712126676,home,win
LARCENY/THEFT,0,Game 5,-122.410507458268,37.7770931489525,home,win
OTHER OFFENSES,0,Game 5,-122.41812008649,37.7603012340397,home,win
LARCENY/THEFT,0,Game 5,-122.436797742278,37.8008031731089,home,win
OTHER OFFENSES,0,Game 5,-122.410135236377,37.7841889075267,home,win
BURGLARY,0,Game 5,-122.399826049876,37.7863007587473,home,win
VEHICLE THEFT,0,Game 5,-122.422367409563,37.7698682392455,home,win
BAD CHECKS,0,Game 5,-122.422472490035,37.8035693593612,home,win
FORGERY/COUNTERFEITING,0,Game 5,-122.422472490035,37.8035693593612,home,win
SECONDARY CODES,0,Game 5,-122.408924999704,37.8047174943139,home,win
LARCENY/THEFT,0,Game 5,-122.436071833387,37.7996224230809,home,win
OTHER OFFENSES,0,Game 5,-122.408924999704,37.8047174943139,home,win
BURGLARY,23,Game 6,-122.415757039196,37.7754692820041,away,lose
ASSAULT,23,Game 6,-122.415757039196,37.7754692820041,away,lose
LARCENY/THEFT,23,Game 6,-122.421097159642,37.7800451637604,away,lose
VANDALISM,23,Game 6,-122.421097159642,37.7800451637604,away,lose
LARCENY/THEFT,23,Game 6,-122.403404791479,37.775420706711,away,lose
LARCENY/THEFT,23,Game 6,-122.413903042028,37.7699273077048,away,lose
LARCENY/THEFT,23,Game 6,-122.405043248406,37.7877653941874,away,lose
LARCENY/THEFT,22,Game 6,-122.408322788185,37.7940625557105,away,lose
LARCENY/THEFT,22,Game 6,-122.41029351969,37.7822305870036,away,lose
LARCENY/THEFT,22,Game 6,-122.420580440111,37.7649968622937,away,lose
LARCENY/THEFT,22,Game 6,-122.399911318801,37.7905596637863,away,lose
WARRANTS,22,Game 6,-122.419366294797,37.7840280452032,away,lose
LARCENY/THEFT,22,Game 6,-122.418045452768,37.7775118895695,away,lose
OTHER OFFENSES,22,Game 6,-122.403404791479,37.775420706711,away,lose
SUSPICIOUS OCC,22,Game 6,-122.400473580152,37.7850290611875,away,lose
OTHER OFFENSES,22,Game 6,-122.400473580152,37.7850290611875,away,lose
DRUG/NARCOTIC,22,Game 6,-122.414029821727,37.7823291237659,away,lose
NON-CRIMINAL,21,Game 6,-122.410509258795,37.7860432222992,away,lose
NON-CRIMINAL,21,Game 6,-122.391845617192,37.778124778322,away,lose
LARCENY/THEFT,21,Game 6,-122.407589113638,37.8006374058088,away,lose
BURGLARY,21,Game 6,-122.417134607761,37.7554789931958,away,lose
LARCENY/THEFT,21,Game 6,-122.423049038172,37.7852397067254,away,lose
OTHER OFFENSES,21,Game 6,-122.409708423721,37.7828276498838,away,lose
LARCENY/THEFT,21,Game 6,-122.39998111124,37.7776242389287,away,lose
TRESPASS,21,Game 6,-122.406539115148,37.7564864109309,away,lose
SUSPICIOUS OCC,21,Game 6,-122.409708423721,37.7828276498838,away,lose
LARCENY/THEFT,21,Game 6,-122.403971269057,37.784828309361,away,lose
VEHICLE THEFT,21,Game 6,-122.419429332368,37.8010633370725,away,lose
NON-CRIMINAL,21,Game 6,-122.419429332368,37.8010633370725,away,lose
LARCENY/THEFT,21,Game 6,-122.416021055589,37.7966438644234,away,lose
ASSAULT,21,Game 6,-122.422928214827,37.8020414246597,away,lose
LARCENY/THEFT,20,Game 6,-122.40129641674,37.7920063142639,away,lose
ROBBERY,20,Game 6,-122.418414919778,37.8001811328442,away,lose
EMBEZZLEMENT,20,Game 6,-122.419671780296,37.7650501214668,away,lose
SUSPICIOUS OCC,20,Game 6,-122.419671780296,37.7650501214668,away,lose
KIDNAPPING,20,Game 6,-122.42037536822,37.7848006211991,away,lose
ASSAULT,20,Game 6,-122.42037536822,37.7848006211991,away,lose
NON-CRIMINAL,20,Game 6,-122.416769999704,37.7795845776674,away,lose
OTHER OFFENSES,20,Game 6,-122.418448186101,37.7522391652625,away,lose
OTHER OFFENSES,20,Game 6,-122.418448186101,37.7522391652625,away,lose
NON-CRIMINAL,20,Game 6,-122.416769999704,37.7795845776674,away,lose
LARCENY/THEFT,20,Game 6,-122.411888791823,37.7888082903797,away,lose
BURGLARY,20,Game 6,-122.425051461461,37.7623335286232,away,lose
VEHICLE THEFT,19,Game 6,-122.411800134753,37.7840890366868,away,lose
OTHER OFFENSES,19,Game 6,-122.411800134753,37.7840890366868,away,lose
OTHER OFFENSES,19,Game 6,-122.404058763553,37.7912430097624,away,lose
NON-CRIMINAL,19,Game 6,-122.404058763553,37.7912430097624,away,lose
DRUNKENNESS,19,Game 6,-122.40948237086,37.7754506238157,away,lose
OTHER OFFENSES,19,Game 6,-122.40948237086,37.7754506238157,away,lose
OTHER OFFENSES,19,Game 6,-122.424854040258,37.7707478792597,away,lose
LARCENY/THEFT,19,Game 6,-122.396533248456,37.7783268978785,away,lose
LARCENY/THEFT,19,Game 6,-122.436775838314,37.8006947037442,away,lose
NON-CRIMINAL,19,Game 6,-122.408384275542,37.7878271137225,away,lose
LARCENY/THEFT,19,Game 6,-122.391769519212,37.7821670175043,away,lose
LARCENY/THEFT,19,Game 6,-122.406539115148,37.7564864109309,away,lose
LARCENY/THEFT,19,Game 6,-122.392940948663,37.7860677021529,away,lose
VEHICLE THEFT,19,Game 6,-122.408068345148,37.7839916768161,away,lose
NON-CRIMINAL,19,Game 6,-122.40316136589,37.7836909533775,away,lose
LARCENY/THEFT,19,Game 6,-122.43253044394,37.8032140328664,away,lose
BURGLARY,19,Game 6,-122.391769519212,37.7821670175043,away,lose
NON-CRIMINAL,18,Game 6,-122.416769999704,37.7795845776674,away,lose
LARCENY/THEFT,18,Game 6,-122.415245418291,37.8054165242789,away,lose
NON-CRIMINAL,18,Game 6,-122.418600974625,37.7802607511192,away,lose
LARCENY/THEFT,18,Game 6,-122.422595167172,37.7908192261207,away,lose
VANDALISM,18,Game 6,-122.418753848152,37.7562250119744,away,lose
VANDALISM,18,Game 6,-122.418753848152,37.7562250119744,away,lose
BURGLARY,18,Game 6,-122.410530908418,37.7861517236899,away,lose
LARCENY/THEFT,18,Game 6,-122.410530908418,37.7861517236899,away,lose
LARCENY/THEFT,18,Game 6,-122.419959213851,37.7719978555919,away,lose
LARCENY/THEFT,18,Game 6,-122.398758596964,37.776568769743,away,lose
DRUG/NARCOTIC,18,Game 6,-122.403404791479,37.775420706711,away,lose
DRUG/NARCOTIC,18,Game 6,-122.403404791479,37.775420706711,away,lose
WARRANTS,18,Game 6,-122.403404791479,37.775420706711,away,lose
OTHER OFFENSES,18,Game 6,-122.412249767634,37.782556330202,away,lose
WARRANTS,18,Game 6,-122.412249767634,37.782556330202,away,lose
WARRANTS,18,Game 6,-122.412249767634,37.782556330202,away,lose
OTHER OFFENSES,18,Game 6,-122.412249767634,37.782556330202,away,lose
MISSING PERSON,18,Game 6,-122.406539115148,37.7564864109309,away,lose
LARCENY/THEFT,18,Game 6,-122.421569323299,37.7608815949553,away,lose
OTHER OFFENSES,18,Game 6,-122.41248326348,37.7706305910776,away,lose
BURGLARY,18,Game 6,-122.403840388353,37.7912700124673,away,lose
BURGLARY,18,Game 6,-122.403840388353,37.7912700124673,away,lose
OTHER OFFENSES,18,Game 6,-122.403840388353,37.7912700124673,away,lose
LARCENY/THEFT,18,Game 6,-122.408040474858,37.7864094033618,away,lose
ROBBERY,18,Game 6,-122.403404791479,37.775420706711,away,lose
LARCENY/THEFT,18,Game 6,-122.418611626628,37.8031326741336,away,lose
NON-CRIMINAL,18,Game 6,-122.390462451214,37.790393971625,away,lose
LARCENY/THEFT,18,Game 6,-122.415115800125,37.8037807941664,away,lose
BURGLARY,17,Game 6,-122.418887293065,37.7576217212029,away,lose
ROBBERY,17,Game 6,-122.400194768944,37.7900527936016,away,lose
LARCENY/THEFT,17,Game 6,-122.421934733603,37.7964230372522,away,lose
ASSAULT,17,Game 6,-122.418182397674,37.7865662290665,away,lose
LARCENY/THEFT,17,Game 6,-122.419671780296,37.7650501214668,away,lose
LARCENY/THEFT,17,Game 6,-122.410774214375,37.8084350175869,away,lose
ASSAULT,17,Game 6,-122.419671780296,37.7650501214668,away,lose
ASSAULT,17,Game 6,-122.419671780296,37.7650501214668,away,lose
NON-CRIMINAL,17,Game 6,-122.419671780296,37.7650501214668,away,lose
LARCENY/THEFT,17,Game 6,-122.407163046954,37.7797376338991,away,lose
OTHER OFFENSES,17,Game 6,-122.394484874311,37.7872982355244,away,lose
VANDALISM,17,Game 6,-122.421886357981,37.7649178909424,away,lose
OTHER OFFENSES,17,Game 6,-122.418698328939,37.7755894130051,away,lose
OTHER OFFENSES,17,Game 6,-122.414878527767,37.8035408565775,away,lose
SUSPICIOUS OCC,17,Game 6,-122.41321519799,37.7493383299247,away,lose
OTHER OFFENSES,17,Game 6,-122.41944531067,37.7627134327476,away,lose
VANDALISM,17,Game 6,-122.425300930134,37.8050769933248,away,lose
LARCENY/THEFT,17,Game 6,-122.409924033746,37.7775530955225,away,lose
LARCENY/THEFT,17,Game 6,-122.403404791479,37.775420706711,away,lose
SUSPICIOUS OCC,17,Game 6,-122.411800134753,37.7840890366868,away,lose
OTHER OFFENSES,17,Game 6,-122.403404791479,37.775420706711,away,lose
WEAPON LAWS,17,Game 6,-122.403404791479,37.775420706711,away,lose
LARCENY/THEFT,17,Game 6,-122.422235792189,37.7678020825962,away,lose
WARRANTS,16,Game 6,-122.40396042135,37.7763118173513,away,lose
OTHER OFFENSES,16,Game 6,-122.40396042135,37.7763118173513,away,lose
LARCENY/THEFT,16,Game 6,-122.421667086071,37.7828419848131,away,lose
NON-CRIMINAL,16,Game 6,-122.391425069857,37.7778727797586,away,lose
ASSAULT,16,Game 6,-122.409795194505,37.7800356268394,away,lose
ASSAULT,16,Game 6,-122.408710606663,37.7809706722053,away,lose
"SEX OFFENSES, FORCIBLE",16,Game 6,-122.408710606663,37.7809706722053,away,lose
WARRANTS,16,Game 6,-122.408710606663,37.7809706722053,away,lose
ROBBERY,16,Game 6,-122.405895369887,37.7867342184983,away,lose
BURGLARY,16,Game 6,-122.405895369887,37.7867342184983,away,lose
ASSAULT,16,Game 6,-122.416948565876,37.7804689268479,away,lose
NON-CRIMINAL,16,Game 6,-122.411339562557,37.7812707434494,away,lose
LARCENY/THEFT,16,Game 6,-122.392082305321,37.7818457722573,away,lose
LARCENY/THEFT,16,Game 6,-122.407591091073,37.7883401187101,away,lose
NON-CRIMINAL,16,Game 6,-122.426955631709,37.769247063207,away,lose
BURGLARY,16,Game 6,-122.396308779701,37.7908392444392,away,lose
VEHICLE THEFT,16,Game 6,-122.392925908483,37.7909162093657,away,lose
ASSAULT,15,Game 6,-122.396167865037,37.7827239702919,away,lose
VEHICLE THEFT,15,Game 6,-122.420571110949,37.7857331120575,away,lose
LARCENY/THEFT,15,Game 6,-122.404013943546,37.7897518225049,away,lose
ASSAULT,15,Game 6,-122.421608893207,37.7955038710773,away,lose
ASSAULT,15,Game 6,-122.421608893207,37.7955038710773,away,lose
KIDNAPPING,15,Game 6,-122.421608893207,37.7955038710773,away,lose
FRAUD,15,Game 6,-122.395021745914,37.7753128522284,away,lose
LARCENY/THEFT,15,Game 6,-122.425300930134,37.8050769933248,away,lose
NON-CRIMINAL,15,Game 6,-122.420250482603,37.7800745746334,away,lose
VEHICLE THEFT,15,Game 6,-122.413367300373,37.7960828297626,away,lose
LARCENY/THEFT,14,Game 6,-122.403070000847,37.7852686309087,away,lose
NON-CRIMINAL,14,Game 6,-122.412597377187,37.7839320277273,away,lose
LARCENY/THEFT,14,Game 6,-122.395615939649,37.7939406487081,away,lose
LARCENY/THEFT,14,Game 6,-122.410689907787,37.7824948907735,away,lose
OTHER OFFENSES,14,Game 6,-122.413609328985,37.784696907904,away,lose
LARCENY/THEFT,13,Game 6,-122.40642786236,37.78710945429,away,lose
NON-CRIMINAL,13,Game 6,-122.40149972917,37.8011589940908,away,lose
NON-CRIMINAL,13,Game 6,-122.404385042303,37.7721958190345,away,lose
LARCENY/THEFT,12,Game 6,-122.401560967513,37.7840888680389,away,lose
LARCENY/THEFT,12,Game 6,-122.40734222874,37.7912964515689,away,lose
LARCENY/THEFT,12,Game 6,-122.396533248456,37.7783268978785,away,lose
LARCENY/THEFT,12,Game 6,-122.40397938421,37.7798747354156,away,lose
NON-CRIMINAL,12,Game 6,-122.399396749686,37.7909646254938,away,lose
LARCENY/THEFT,12,Game 6,-122.410791677645,37.7836952269749,away,lose
LARCENY/THEFT,12,Game 6,-122.403404791479,37.775420706711,away,lose
LARCENY/THEFT,12,Game 6,-122.413354187018,37.7690748003847,away,lose
ASSAULT,11,Game 6,-122.415448759562,37.778293520129,away,lose
LARCENY/THEFT,11,Game 6,-122.407877787733,37.7859680076775,away,lose
SUSPICIOUS OCC,11,Game 6,-122.417185210419,37.7627583408182,away,lose
MISSING PERSON,11,Game 6,-122.408254664048,37.7958223141329,away,lose
MISSING PERSON,11,Game 6,-122.408254664048,37.7958223141329,away,lose
LARCENY/THEFT,11,Game 6,-122.403404791479,37.775420706711,away,lose
LARCENY/THEFT,11,Game 6,-122.424146866925,37.763953010283,away,lose
NON-CRIMINAL,11,Game 6,-122.403404791479,37.775420706711,away,lose
LARCENY/THEFT,11,Game 6,-122.413354187018,37.7690748003847,away,lose
MISSING PERSON,11,Game 6,-122.417499429971,37.753084671409,away,lose
OTHER OFFENSES,11,Game 6,-122.422180938873,37.7770395107539,away,lose
LARCENY/THEFT,10,Game 6,-122.419616109671,37.8019942438049,away,lose
LARCENY/THEFT,10,Game 6,-122.419429332368,37.8010633370725,away,lose
NON-CRIMINAL,10,Game 6,-122.402712593282,37.7832596543979,away,lose
SUSPICIOUS OCC,10,Game 6,-122.406977563692,37.789918101686,away,lose
NON-CRIMINAL,10,Game 6,-122.406892170029,37.7824831658141,away,lose
LARCENY/THEFT,10,Game 6,-122.41733258259,37.7635718955893,away,lose
LARCENY/THEFT,9,Game 6,-122.406690592261,37.7852071918419,away,lose
LARCENY/THEFT,9,Game 6,-122.42013210843,37.7803430365381,away,lose
VEHICLE THEFT,9,Game 6,-122.395848299154,37.7813210474369,away,lose
NON-CRIMINAL,9,Game 6,-122.399833846531,37.7810432179334,away,lose
OTHER OFFENSES,9,Game 6,-122.417021501122,37.7947626640609,away,lose
LARCENY/THEFT,8,Game 6,-122.403404791479,37.775420706711,away,lose
WARRANTS,8,Game 6,-122.413018756978,37.7634666522563,away,lose
SUSPICIOUS OCC,8,Game 6,-122.403860419019,37.7798137203933,away,lose
FRAUD,8,Game 6,-122.407845374111,37.7850943210103,away,lose
LARCENY/THEFT,8,Game 6,-122.404013943546,37.7897518225049,away,lose
LARCENY/THEFT,8,Game 6,-122.424898028022,37.7950844338224,away,lose
NON-CRIMINAL,8,Game 6,-122.420576428438,37.782453353282,away,lose
FRAUD,8,Game 6,-122.397615567933,37.7773918242817,away,lose
BAD CHECKS,8,Game 6,-122.407829844146,37.7826402567843,away,lose
OTHER OFFENSES,8,Game 6,-122.397615567933,37.7773918242817,away,lose
FORGERY/COUNTERFEITING,8,Game 6,-122.407829844146,37.7826402567843,away,lose
OTHER OFFENSES,8,Game 6,-122.407829844146,37.7826402567843,away,lose
NON-CRIMINAL,7,Game 6,-122.423530547475,37.7971854093352,away,lose
NON-CRIMINAL,7,Game 6,-122.413814292432,37.8070362071183,away,lose
ASSAULT,7,Game 6,-122.414242955907,37.7837240254478,away,lose
ASSAULT,7,Game 6,-122.414576897,37.7894768075723,away,lose
VANDALISM,7,Game 6,-122.405395493939,37.7835100715421,away,lose
WARRANTS,7,Game 6,-122.416607695115,37.7791387543353,away,lose
MISSING PERSON,7,Game 6,-122.407999186749,37.7778241673064,away,lose
MISSING PERSON,7,Game 6,-122.407999186749,37.7778241673064,away,lose
NON-CRIMINAL,6,Game 6,-122.40557541431,37.7905641270131,away,lose
VANDALISM,5,Game 6,-122.411068869703,37.7888557042697,away,lose
OTHER OFFENSES,5,Game 6,-122.417508586687,37.7539026121867,away,lose
BURGLARY,5,Game 6,-122.404026293246,37.7691750639058,away,lose
LARCENY/THEFT,5,Game 6,-122.41777148469,37.8015056603454,away,lose
LARCENY/THEFT,4,Game 6,-122.419694813697,37.7897774160756,away,lose
LARCENY/THEFT,4,Game 6,-122.416230392543,37.7636337702985,away,lose
OTHER OFFENSES,3,Game 6,-122.419208249507,37.7602340753605,away,lose
ROBBERY,3,Game 6,-122.419208249507,37.7602340753605,away,lose
STOLEN PROPERTY,3,Game 6,-122.419208249507,37.7602340753605,away,lose
LARCENY/THEFT,2,Game 6,-122.415444159886,37.7780245674641,away,lose
DRUG/NARCOTIC,2,Game 6,-122.408431861057,37.7887772719153,away,lose
DRUG/NARCOTIC,2,Game 6,-122.408431861057,37.7887772719153,away,lose
TRESPASS,2,Game 6,-122.408431861057,37.7887772719153,away,lose
ASSAULT,1,Game 6,-122.410791677645,37.7836952269749,away,lose
OTHER OFFENSES,1,Game 6,-122.414911279683,37.7744753104715,away,lose
VEHICLE THEFT,1,Game 6,-122.414911279683,37.7744753104715,away,lose
STOLEN PROPERTY,1,Game 6,-122.414911279683,37.7744753104715,away,lose
LARCENY/THEFT,0,Game 6,-122.407931930502,37.7995771094892,away,lose
STOLEN PROPERTY,0,Game 6,-122.407931930502,37.7995771094892,away,lose
LARCENY/THEFT,0,Game 6,-122.41842677135,37.8020610754939,away,lose
WEAPON LAWS,0,Game 6,-122.414809966357,37.7865194111614,away,lose
WEAPON LAWS,0,Game 6,-122.414809966357,37.7865194111614,away,lose
DRUG/NARCOTIC,0,Game 6,-122.414809966357,37.7865194111614,away,lose
DRUG/NARCOTIC,0,Game 6,-122.414809966357,37.7865194111614,away,lose
WARRANTS,0,Game 6,-122.414809966357,37.7865194111614,away,lose
VEHICLE THEFT,0,Game 6,-122.419914234976,37.7947952967215,away,lose
WEAPON LAWS,0,Game 6,-122.414809966357,37.7865194111614,away,lose
ASSAULT,0,Game 6,-122.406539115148,37.7564864109309,away,lose
LARCENY/THEFT,0,Game 6,-122.406539115148,37.7564864109309,away,lose
OTHER OFFENSES,0,Game 6,-122.406539115148,37.7564864109309,away,lose
TRESPASS,0,Game 6,-122.406539115148,37.7564864109309,away,lose
MISSING PERSON,0,Game 6,-122.403404791479,37.775420706711,away,lose
MISSING PERSON,0,Game 6,-122.403404791479,37.775420706711,away,lose
OTHER OFFENSES,23,Game 7,-122.419331147814,37.7622643357423,away,win
ASSAULT,23,Game 7,-122.418596727459,37.7538382048501,away,win
DRUNKENNESS,23,Game 7,-122.419470488515,37.7622701739914,away,win
SUSPICIOUS OCC,23,Game 7,-122.419470488515,37.7622701739914,away,win
OTHER OFFENSES,23,Game 7,-122.419860961947,37.7553668828503,away,win
ASSAULT,23,Game 7,-122.421426142995,37.7601017970525,away,win
VEHICLE THEFT,23,Game 7,-122.416825708582,37.8045733822344,away,win
VANDALISM,23,Game 7,-122.421319145498,37.7894600151705,away,win
OTHER OFFENSES,23,Game 7,-122.420966200659,37.7552939346637,away,win
ASSAULT,23,Game 7,-122.419360352761,37.7618358012376,away,win
NON-CRIMINAL,23,Game 7,-122.419860961947,37.7553668828503,away,win
ASSAULT,23,Game 7,-122.421426142995,37.7601017970525,away,win
ROBBERY,23,Game 7,-122.418486296575,37.7634954373144,away,win
ASSAULT,23,Game 7,-122.395848299154,37.7813210474369,away,win
ASSAULT,23,Game 7,-122.395848299154,37.7813210474369,away,win
WEAPON LAWS,23,Game 7,-122.395848299154,37.7813210474369,away,win
VANDALISM,23,Game 7,-122.395340436859,37.7808426292013,away,win
ASSAULT,23,Game 7,-122.419748993977,37.7618672648972,away,win
SUSPICIOUS OCC,23,Game 7,-122.420966200659,37.7552939346637,away,win
OTHER OFFENSES,23,Game 7,-122.419748993977,37.7618672648972,away,win
LARCENY/THEFT,23,Game 7,-122.396381836885,37.7817492235226,away,win
LARCENY/THEFT,23,Game 7,-122.419671780296,37.7650501214668,away,win
VANDALISM,23,Game 7,-122.419671780296,37.7650501214668,away,win
NON-CRIMINAL,23,Game 7,-122.406539115148,37.7564864109309,away,win
WEAPON LAWS,23,Game 7,-122.409708423721,37.7828276498838,away,win
WEAPON LAWS,23,Game 7,-122.409708423721,37.7828276498838,away,win
NON-CRIMINAL,23,Game 7,-122.41931732407,37.7879136979106,away,win
SUSPICIOUS OCC,23,Game 7,-122.41931732407,37.7879136979106,away,win
NON-CRIMINAL,23,Game 7,-122.436275324778,37.8008126645682,away,win
ROBBERY,23,Game 7,-122.408162953857,37.7805345385278,away,win
ASSAULT,23,Game 7,-122.408162953857,37.7805345385278,away,win
ASSAULT,23,Game 7,-122.420665771329,37.7521041553051,away,win
VEHICLE THEFT,23,Game 7,-122.417219538328,37.7984732451801,away,win
ROBBERY,23,Game 7,-122.418448186101,37.7522391652625,away,win
ASSAULT,23,Game 7,-122.418448186101,37.7522391652625,away,win
VANDALISM,23,Game 7,-122.401846367522,37.7790324136251,away,win
LARCENY/THEFT,23,Game 7,-122.429103381287,37.7988562878177,away,win
LARCENY/THEFT,23,Game 7,-122.400702308547,37.7798560085262,away,win
LARCENY/THEFT,23,Game 7,-122.423183995657,37.7563776481913,away,win
LARCENY/THEFT,22,Game 7,-122.417392830334,37.7909741243591,away,win
ASSAULT,22,Game 7,-122.414081138014,37.7832767266062,away,win
LARCENY/THEFT,22,Game 7,-122.411279189969,37.7715785765043,away,win
ASSAULT,22,Game 7,-122.420307355721,37.7886989511647,away,win
ASSAULT,22,Game 7,-122.420231590619,37.78798096196,away,win
VANDALISM,22,Game 7,-122.418279075012,37.7498209864471,away,win
LARCENY/THEFT,22,Game 7,-122.403404791479,37.775420706711,away,win
LARCENY/THEFT,22,Game 7,-122.398758596964,37.776568769743,away,win
ASSAULT,22,Game 7,-122.402070243227,37.7887198688133,away,win
OTHER OFFENSES,22,Game 7,-122.418748733523,37.7554371875097,away,win
ROBBERY,22,Game 7,-122.418600974625,37.7802607511192,away,win
OTHER OFFENSES,22,Game 7,-122.418748733523,37.7554371875097,away,win
NON-CRIMINAL,22,Game 7,-122.391845617192,37.778124778322,away,win
SUSPICIOUS OCC,22,Game 7,-122.418748733523,37.7554371875097,away,win
LARCENY/THEFT,22,Game 7,-122.421096796936,37.7842937802977,away,win
LARCENY/THEFT,22,Game 7,-122.406251586507,37.7813071234008,away,win
ASSAULT,22,Game 7,-122.394102624525,37.7763827130285,away,win
ASSAULT,22,Game 7,-122.414317857881,37.7799444052046,away,win
ASSAULT,22,Game 7,-122.418219833881,37.7908244663738,away,win
SECONDARY CODES,22,Game 7,-122.418219833881,37.7908244663738,away,win
ASSAULT,22,Game 7,-122.418219833881,37.7908244663738,away,win
