category,hour,game,lat,lon,home,win
ASSAULT,23,Game 4,-122.410955248906,37.7841399509594,home,win
VANDALISM,23,Game 4,-122.400739943377,37.7822783092834,home,win
ASSAULT,23,Game 4,-122.410955248906,37.7841399509594,home,win
NON-CRIMINAL,22,Game 4,-122.41275532583,37.7867259286124,home,win
NON-CRIMINAL,22,Game 4,-122.420691680792,37.7905770710537,home,win
LARCENY/THEFT,22,Game 4,-122.403499804591,37.7964183278993,home,win
VEHICLE THEFT,22,Game 4,-122.41796448376,37.7586968166489,home,win
LARCENY/THEFT,22,Game 4,-122.406831986427,37.7969028838908,home,win
LARCENY/THEFT,22,Game 4,-122.409614596783,37.7899992253577,home,win
SUSPICIOUS OCC,22,Game 4,-122.400748631911,37.7911776792224,home,win
LARCENY/THEFT,22,Game 4,-122.405492182184,37.7961122899113,home,win
LARCENY/THEFT,22,Game 4,-122.418045452768,37.7775118895695,home,win
LARCENY/THEFT,22,Game 4,-122.40838337313,37.7763172146255,home,win
MISSING PERSON,22,Game 4,-122.406604919508,37.7571580431915,home,win
MISSING PERSON,22,Game 4,-122.406604919508,37.7571580431915,home,win
ASSAULT,22,Game 4,-122.421200855641,37.7617789684305,home,win
ASSAULT,22,Game 4,-122.421200855641,37.7617789684305,home,win
SECONDARY CODES,22,Game 4,-122.421200855641,37.7617789684305,home,win
LARCENY/THEFT,22,Game 4,-122.3982226939,37.7720161231813,home,win
LARCENY/THEFT,22,Game 4,-122.40218600999,37.7788388606775,home,win
LARCENY/THEFT,22,Game 4,-122.403404791479,37.775420706711,home,win
BURGLARY,21,Game 4,-122.418738265772,37.7546172382083,home,win
LARCENY/THEFT,21,Game 4,-122.418738265772,37.7546172382083,home,win
OTHER OFFENSES,21,Game 4,-122.409175171456,37.7920414139396,home,win
NON-CRIMINAL,21,Game 4,-122.423156806774,37.7902088255652,home,win
FRAUD,21,Game 4,-122.41644364341,37.8071179730665,home,win
LARCENY/THEFT,21,Game 4,-122.391845617192,37.778124778322,home,win
LARCENY/THEFT,21,Game 4,-122.410365570579,37.7643113176295,home,win
ARSON,21,Game 4,-122.418587172219,37.7530186537446,home,win
ASSAULT,21,Game 4,-122.396374439116,37.7980532528058,home,win
LARCENY/THEFT,21,Game 4,-122.413210338057,37.7956578490762,home,win
LARCENY/THEFT,21,Game 4,-122.422388599852,37.7648319521443,home,win
NON-CRIMINAL,21,Game 4,-122.407702149718,37.7706967930865,home,win
LARCENY/THEFT,21,Game 4,-122.394102624525,37.7763827130285,home,win
LARCENY/THEFT,21,Game 4,-122.392753573574,37.7788518670227,home,win
LARCENY/THEFT,21,Game 4,-122.423321421434,37.7680170125986,home,win
NON-CRIMINAL,21,Game 4,-122.418753848152,37.7562250119744,home,win
VEHICLE THEFT,20,Game 4,-122.413013784095,37.7943195605238,home,win
LARCENY/THEFT,20,Game 4,-122.413361136168,37.77636280535,home,win
VANDALISM,20,Game 4,-122.413354187018,37.7690748003847,home,win
DRUNKENNESS,20,Game 4,-122.391125079525,37.7775539965755,home,win
OTHER OFFENSES,20,Game 4,-122.391125079525,37.7775539965755,home,win
ROBBERY,20,Game 4,-122.40950430935,37.781526271747,home,win
ASSAULT,20,Game 4,-122.40950430935,37.781526271747,home,win
KIDNAPPING,20,Game 4,-122.40950430935,37.781526271747,home,win
OTHER OFFENSES,20,Game 4,-122.417104895556,37.7743242867908,home,win
WARRANTS,20,Game 4,-122.417104895556,37.7743242867908,home,win
VEHICLE THEFT,20,Game 4,-122.414809966357,37.7865194111614,home,win
NON-CRIMINAL,20,Game 4,-122.407039055082,37.7807565183591,home,win
NON-CRIMINAL,20,Game 4,-122.403070886779,37.7877867423496,home,win
LARCENY/THEFT,20,Game 4,-122.419746672441,37.7768249826327,home,win
LARCENY/THEFT,20,Game 4,-122.419746672441,37.7768249826327,home,win
NON-CRIMINAL,20,Game 4,-122.419746672441,37.7768249826327,home,win
VANDALISM,20,Game 4,-122.403404791479,37.775420706711,home,win
STOLEN PROPERTY,20,Game 4,-122.414809966357,37.7865194111614,home,win
OTHER OFFENSES,20,Game 4,-122.414809966357,37.7865194111614,home,win
OTHER OFFENSES,20,Game 4,-122.414809966357,37.7865194111614,home,win
LARCENY/THEFT,19,Game 4,-122.420516716751,37.7771391830192,home,win
NON-CRIMINAL,19,Game 4,-122.420516716751,37.7771391830192,home,win
SUSPICIOUS OCC,19,Game 4,-122.413367079047,37.7509373207487,home,win
ASSAULT,19,Game 4,-122.411800134753,37.7840890366868,home,win
LARCENY/THEFT,19,Game 4,-122.406831986427,37.7969028838908,home,win
LARCENY/THEFT,19,Game 4,-122.411279189969,37.7715785765043,home,win
LARCENY/THEFT,19,Game 4,-122.410979175673,37.784625434984,home,win
NON-CRIMINAL,19,Game 4,-122.413609328985,37.784696907904,home,win
LARCENY/THEFT,19,Game 4,-122.408421116922,37.7835699386918,home,win
LARCENY/THEFT,19,Game 4,-122.423031175088,37.7854818747419,home,win
SUSPICIOUS OCC,19,Game 4,-122.415694922134,37.7825851968467,home,win
LARCENY/THEFT,19,Game 4,-122.411279189969,37.7715785765043,home,win
LARCENY/THEFT,19,Game 4,-122.426696478904,37.7678692203902,home,win
SUSPICIOUS OCC,19,Game 4,-122.415694922134,37.7825851968467,home,win
NON-CRIMINAL,18,Game 4,-122.391425069857,37.7778727797586,home,win
LARCENY/THEFT,18,Game 4,-122.398699116407,37.7988800262599,home,win
LARCENY/THEFT,18,Game 4,-122.422139511488,37.7894107633457,home,win
BURGLARY,18,Game 4,-122.405618748152,37.7903200915161,home,win
NON-CRIMINAL,18,Game 4,-122.405618748152,37.7903200915161,home,win
LARCENY/THEFT,18,Game 4,-122.403404791479,37.775420706711,home,win
VANDALISM,18,Game 4,-122.419067224379,37.8073339305952,home,win
LARCENY/THEFT,18,Game 4,-122.402527594665,37.7760382838346,home,win
LARCENY/THEFT,18,Game 4,-122.404934413339,37.7814987213218,home,win
LARCENY/THEFT,18,Game 4,-122.403404791479,37.775420706711,home,win
VEHICLE THEFT,18,Game 4,-122.422807797991,37.7968476371516,home,win
LARCENY/THEFT,17,Game 4,-122.415317966992,37.7807179285998,home,win
VANDALISM,17,Game 4,-122.415317966992,37.7807179285998,home,win
LARCENY/THEFT,17,Game 4,-122.398758596964,37.776568769743,home,win
LARCENY/THEFT,17,Game 4,-122.403404791479,37.775420706711,home,win
LARCENY/THEFT,17,Game 4,-122.403404791479,37.775420706711,home,win
OTHER OFFENSES,17,Game 4,-122.424261978935,37.7956840509491,home,win
LARCENY/THEFT,16,Game 4,-122.419930111611,37.7868262082156,home,win
LARCENY/THEFT,16,Game 4,-122.411540447656,37.78740983565,home,win
WARRANTS,16,Game 4,-122.413045971966,37.7738617771611,home,win
ASSAULT,16,Game 4,-122.413045971966,37.7738617771611,home,win
NON-CRIMINAL,16,Game 4,-122.426955631709,37.769247063207,home,win
VANDALISM,16,Game 4,-122.405248892811,37.7816735402084,home,win
LARCENY/THEFT,16,Game 4,-122.391425069857,37.7778727797586,home,win
NON-CRIMINAL,10,Game 4,-122.409853729941,37.7833862379382,home,win
ROBBERY,16,Game 4,-122.403919148357,37.7871160984672,home,win
ASSAULT,16,Game 4,-122.403919148357,37.7871160984672,home,win
WEAPON LAWS,16,Game 4,-122.403919148357,37.7871160984672,home,win
LARCENY/THEFT,16,Game 4,-122.395163154488,37.7843096998676,home,win
NON-CRIMINAL,16,Game 4,-122.412930522059,37.7838344374141,home,win
VEHICLE THEFT,16,Game 4,-122.408312572709,37.7624827554494,home,win
VEHICLE THEFT,16,Game 4,-122.408312572709,37.7624827554494,home,win
SUSPICIOUS OCC,16,Game 4,-122.412933062384,37.7739274524819,home,win
LARCENY/THEFT,16,Game 4,-122.417672923626,37.7881242734432,home,win
OTHER OFFENSES,16,Game 4,-122.40784335615,37.7977773593589,home,win
NON-CRIMINAL,15,Game 4,-122.412078903704,37.7897391550377,home,win
BURGLARY,15,Game 4,-122.419101058487,37.7584120495369,home,win
ASSAULT,15,Game 4,-122.419515708406,37.7634292328496,home,win
ASSAULT,15,Game 4,-122.419515708406,37.7634292328496,home,win
LARCENY/THEFT,15,Game 4,-122.390027243495,37.7762997888042,home,win
LARCENY/THEFT,15,Game 4,-122.43607929991,37.8003499418185,home,win
LARCENY/THEFT,15,Game 4,-122.400702308547,37.7798560085262,home,win
NON-CRIMINAL,15,Game 4,-122.426955631709,37.769247063207,home,win
ASSAULT,15,Game 4,-122.406520987144,37.7850629421661,home,win
DRUG/NARCOTIC,15,Game 4,-122.415508242782,37.7816542806076,home,win
DRUG/NARCOTIC,15,Game 4,-122.415508242782,37.7816542806076,home,win
ASSAULT,15,Game 4,-122.420303482492,37.770896885856,home,win
NON-CRIMINAL,15,Game 4,-122.413907435756,37.7984225086732,home,win
VANDALISM,15,Game 4,-122.408068345148,37.7839916768161,home,win
LARCENY/THEFT,15,Game 4,-122.412277228876,37.7994155542754,home,win
LARCENY/THEFT,15,Game 4,-122.410541166987,37.7709130566165,home,win
LARCENY/THEFT,15,Game 4,-122.426955631709,37.769247063207,home,win
LARCENY/THEFT,15,Game 4,-122.439505191354,37.7999146218467,home,win
ASSAULT,15,Game 4,-122.411965795229,37.7849141859562,home,win
LARCENY/THEFT,15,Game 4,-122.403404791479,37.775420706711,home,win
VEHICLE THEFT,15,Game 4,-122.399938704088,37.7757106256665,home,win
ASSAULT,15,Game 4,-122.413288872508,37.7914655329997,home,win
LARCENY/THEFT,14,Game 4,-122.388784430412,37.7868979973476,home,win
NON-CRIMINAL,14,Game 4,-122.409791662293,37.7985083480435,home,win
ASSAULT,14,Game 4,-122.412032359787,37.7878854896155,home,win
LARCENY/THEFT,14,Game 4,-122.409274108851,37.7535802615602,home,win
BURGLARY,14,Game 4,-122.405618748152,37.7903200915161,home,win
LARCENY/THEFT,14,Game 4,-122.405618748152,37.7903200915161,home,win
NON-CRIMINAL,14,Game 4,-122.405618748152,37.7903200915161,home,win
OTHER OFFENSES,14,Game 4,-122.401817240144,37.788440503956,home,win
NON-CRIMINAL,14,Game 4,-122.407677083883,37.7664151429496,home,win
LARCENY/THEFT,14,Game 4,-122.40642786236,37.78710945429,home,win
BURGLARY,13,Game 4,-122.415296324149,37.7930621383611,home,win
BURGLARY,13,Game 4,-122.412458134878,37.7934242351246,home,win
LARCENY/THEFT,13,Game 4,-122.407702149718,37.7706967930865,home,win
DRUG/NARCOTIC,13,Game 4,-122.421054311722,37.7756938836734,home,win
WARRANTS,13,Game 4,-122.421054311722,37.7756938836734,home,win
WEAPON LAWS,13,Game 4,-122.412515341356,37.7804777480508,home,win
LARCENY/THEFT,13,Game 4,-122.403434086745,37.78764305018,home,win
FORGERY/COUNTERFEITING,13,Game 4,-122.411071423064,37.7817511307229,home,win
BURGLARY,12,Game 4,-122.406103945961,37.7929152772297,home,win
LARCENY/THEFT,12,Game 4,-122.415414174097,37.7702618437853,home,win
OTHER OFFENSES,12,Game 4,-122.405402610955,37.7896302266935,home,win
NON-CRIMINAL,12,Game 4,-122.409791662293,37.7985083480435,home,win
NON-CRIMINAL,12,Game 4,-122.41733258259,37.7635718955893,home,win
LARCENY/THEFT,12,Game 4,-122.428306500557,37.7990143347959,home,win
LARCENY/THEFT,12,Game 4,-122.42168514592,37.7784891177293,home,win
NON-CRIMINAL,12,Game 4,-122.412032359787,37.7878854896155,home,win
LARCENY/THEFT,11,Game 4,-122.413564091744,37.779514030063,home,win
LARCENY/THEFT,11,Game 4,-122.403404791479,37.775420706711,home,win
NON-CRIMINAL,11,Game 4,-122.403404791479,37.775420706711,home,win
LARCENY/THEFT,11,Game 4,-122.403404791479,37.775420706711,home,win
LARCENY/THEFT,11,Game 4,-122.396374439116,37.7980532528058,home,win
WEAPON LAWS,11,Game 4,-122.411339562557,37.7812707434494,home,win
WEAPON LAWS,11,Game 4,-122.411339562557,37.7812707434494,home,win
WEAPON LAWS,11,Game 4,-122.411339562557,37.7812707434494,home,win
WARRANTS,11,Game 4,-122.412285208626,37.7990945041537,home,win
DRUG/NARCOTIC,11,Game 4,-122.412285208626,37.7990945041537,home,win
OTHER OFFENSES,11,Game 4,-122.412285208626,37.7990945041537,home,win
VANDALISM,11,Game 4,-122.412285208626,37.7990945041537,home,win
LARCENY/THEFT,11,Game 4,-122.421818673368,37.8045651817046,home,win
LARCENY/THEFT,11,Game 4,-122.403404791479,37.775420706711,home,win
LARCENY/THEFT,11,Game 4,-122.403404791479,37.775420706711,home,win
LARCENY/THEFT,10,Game 4,-122.409529913278,37.7657184395282,home,win
STOLEN PROPERTY,10,Game 4,-122.409529913278,37.7657184395282,home,win
ASSAULT,10,Game 4,-122.41580571059,37.80821200646,home,win
OTHER OFFENSES,10,Game 4,-122.420034521733,37.769043728757,home,win
RUNAWAY,10,Game 4,-122.414996719991,37.7874530734464,home,win
MISSING PERSON,10,Game 4,-122.414996719991,37.7874530734464,home,win
NON-CRIMINAL,10,Game 4,-122.414996719991,37.7874530734464,home,win
LARCENY/THEFT,10,Game 4,-122.394670134268,37.7953311868128,home,win
NON-CRIMINAL,10,Game 4,-122.417694904603,37.7921347503855,home,win
OTHER OFFENSES,9,Game 4,-122.405832474482,37.7857446545609,home,win
FAMILY OFFENSES,9,Game 4,-122.406539115148,37.7564864109309,home,win
NON-CRIMINAL,9,Game 4,-122.412999075009,37.786277459166,home,win
NON-CRIMINAL,9,Game 4,-122.420120319204,37.7877570602411,home,win
VEHICLE THEFT,9,Game 4,-122.411540447656,37.78740983565,home,win
LARCENY/THEFT,8,Game 4,-122.410690675854,37.8078911906226,home,win
LARCENY/THEFT,8,Game 4,-122.41248326348,37.7706305910776,home,win
NON-CRIMINAL,8,Game 4,-122.412933062384,37.7739274524819,home,win
OTHER OFFENSES,8,Game 4,-122.437605514229,37.8007004733048,home,win
TRESPASS,8,Game 4,-122.437605514229,37.8007004733048,home,win
NON-CRIMINAL,8,Game 4,-122.437605514229,37.8007004733048,home,win
LARCENY/THEFT,8,Game 4,-122.409791662293,37.7985083480435,home,win
LARCENY/THEFT,7,Game 4,-122.413731461593,37.7895283021427,home,win
BURGLARY,6,Game 4,-122.422558408222,37.7789043433116,home,win
NON-CRIMINAL,5,Game 4,-122.412969489288,37.7839407423872,home,win
LARCENY/THEFT,4,Game 4,-122.406886503606,37.7887345763527,home,win
DRUG/NARCOTIC,4,Game 4,-122.404260458632,37.7981164818887,home,win
STOLEN PROPERTY,4,Game 4,-122.404260458632,37.7981164818887,home,win
BURGLARY,4,Game 4,-122.404260458632,37.7981164818887,home,win
ASSAULT,4,Game 4,-122.415972165351,37.7853565142343,home,win
OTHER OFFENSES,3,Game 4,-122.408710606663,37.7809706722053,home,win
OTHER OFFENSES,3,Game 4,-122.408710606663,37.7809706722053,home,win
BURGLARY,3,Game 4,-122.399666635598,37.7973662616848,home,win
ASSAULT,3,Game 4,-122.424582054935,37.7697332124321,home,win
DRUNKENNESS,3,Game 4,-122.424582054935,37.7697332124321,home,win
ASSAULT,3,Game 4,-122.422903989743,37.8015561122036,home,win
NON-CRIMINAL,3,Game 4,-122.416927585759,37.7994151341168,home,win
MISSING PERSON,3,Game 4,-122.416927585759,37.7994151341168,home,win
MISSING PERSON,3,Game 4,-122.416927585759,37.7994151341168,home,win
MISSING PERSON,3,Game 4,-122.416927585759,37.7994151341168,home,win
LARCENY/THEFT,2,Game 4,-122.405834032593,37.778254811523,home,win
LARCENY/THEFT,2,Game 4,-122.400116655338,37.7969044346513,home,win
VANDALISM,2,Game 4,-122.40806332103,37.7912051249673,home,win
"SEX OFFENSES, FORCIBLE",2,Game 4,-122.422315670749,37.7736186276456,home,win
LARCENY/THEFT,2,Game 4,-122.41248326348,37.7706305910776,home,win
ASSAULT,2,Game 4,-122.414302052544,37.781863316866,home,win
TRESPASS,2,Game 4,-122.406977563692,37.789918101686,home,win
OTHER OFFENSES,2,Game 4,-122.406977563692,37.789918101686,home,win
ASSAULT,1,Game 4,-122.419052694349,37.7586324051562,home,win
OTHER OFFENSES,1,Game 4,-122.419052694349,37.7586324051562,home,win
LARCENY/THEFT,1,Game 4,-122.421569323299,37.7608815949553,home,win
NON-CRIMINAL,1,Game 4,-122.409925328419,37.7877640990096,home,win
ASSAULT,1,Game 4,-122.413287527194,37.7711962032376,home,win
LARCENY/THEFT,1,Game 4,-122.416452065595,37.7863086885804,home,win
FORGERY/COUNTERFEITING,1,Game 4,-122.399566190584,37.7872560968777,home,win
LARCENY/THEFT,1,Game 4,-122.405834032593,37.778254811523,home,win
VANDALISM,1,Game 4,-122.409313111431,37.7843478513151,home,win
NON-CRIMINAL,1,Game 4,-122.397388784826,37.7825543452426,home,win
ASSAULT,1,Game 4,-122.435889235002,37.7987183534813,home,win
LARCENY/THEFT,1,Game 4,-122.405834032593,37.778254811523,home,win
LARCENY/THEFT,1,Game 4,-122.412284736639,37.764833284439,home,win
ASSAULT,1,Game 4,-122.420307355721,37.7886989511647,home,win
LARCENY/THEFT,0,Game 4,-122.409999361883,37.79188233556,home,win
ROBBERY,0,Game 4,-122.407370965267,37.7992401253832,home,win
LARCENY/THEFT,0,Game 4,-122.405834032593,37.778254811523,home,win
ASSAULT,0,Game 4,-122.415508242782,37.7816542806076,home,win
ASSAULT,0,Game 4,-122.419052694349,37.7586324051562,home,win
ASSAULT,0,Game 4,-122.419052694349,37.7586324051562,home,win
OTHER OFFENSES,0,Game 4,-122.419052694349,37.7586324051562,home,win
OTHER OFFENSES,0,Game 4,-122.419052694349,37.7586324051562,home,win
NON-CRIMINAL,0,Game 4,-122.392082305321,37.7818457722573,home,win
LARCENY/THEFT,0,Game 4,-122.41248326348,37.7706305910776,home,win
LARCENY/THEFT,0,Game 4,-122.404608556416,37.7776995229633,home,win
OTHER OFFENSES,0,Game 4,-122.411593095704,37.7830529510782,home,win
NON-CRIMINAL,0,Game 4,-122.409925328419,37.7877640990096,home,win
NON-CRIMINAL,0,Game 4,-122.408270724034,37.7854941424186,home,win
LARCENY/THEFT,0,Game 4,-122.421267437263,37.749397216636,home,win
FRAUD,0,Game 4,-122.421267437263,37.749397216636,home,win
OTHER OFFENSES,0,Game 4,-122.441449734289,37.7972311205473,home,win
ASSAULT,23,Game 5,-122.418562097105,37.7841847091303,home,win
ASSAULT,23,Game 5,-122.418562097105,37.7841847091303,home,win
LARCENY/THEFT,23,Game 5,-122.403864541976,37.7982226437427,home,win
BURGLARY,23,Game 5,-122.41604728066,37.7839824654149,home,win
VANDALISM,23,Game 5,-122.41604728066,37.7839824654149,home,win
ASSAULT,23,Game 5,-122.403404791479,37.775420706711,home,win
LARCENY/THEFT,23,Game 5,-122.417019320691,37.7891095538736,home,win
VEHICLE THEFT,23,Game 5,-122.419274801449,37.7835680535207,home,win
ASSAULT,23,Game 5,-122.418486296575,37.7634954373144,home,win
LARCENY/THEFT,23,Game 5,-122.404858516174,37.7872026250974,home,win
OTHER OFFENSES,22,Game 5,-122.422158645677,37.7684403915766,home,win
VANDALISM,22,Game 5,-122.422158645677,37.7684403915766,home,win
OTHER OFFENSES,22,Game 5,-122.416075285051,37.7844496612791,home,win
NON-CRIMINAL,22,Game 5,-122.418050744324,37.7899896643167,home,win
ASSAULT,22,Game 5,-122.409313111431,37.7843478513151,home,win
VEHICLE THEFT,22,Game 5,-122.41860030589,37.7546255872838,home,win
ASSAULT,22,Game 5,-122.411216405781,37.7623206159303,home,win
SUSPICIOUS OCC,22,Game 5,-122.417688009568,37.784481757201,home,win
WARRANTS,22,Game 5,-122.411987643595,37.7850226622786,home,win
NON-CRIMINAL,22,Game 5,-122.411987643595,37.7850226622786,home,win
LARCENY/THEFT,22,Game 5,-122.401319002979,37.7939867990287,home,win
BURGLARY,22,Game 5,-122.421615375337,37.7742412631485,home,win
NON-CRIMINAL,21,Game 5,-122.422188261426,37.7726948236861,home,win
DRUG/NARCOTIC,21,Game 5,-122.406338412685,37.7530042877223,home,win
LIQUOR LAWS,21,Game 5,-122.406338412685,37.7530042877223,home,win
NON-CRIMINAL,21,Game 5,-122.402070243227,37.7887198688133,home,win
LARCENY/THEFT,21,Game 5,-122.410078544842,37.7725264934261,home,win
BURGLARY,21,Game 5,-122.410738097315,37.767524308783,home,win
LARCENY/THEFT,21,Game 5,-122.396829271959,37.7767640297712,home,win
ASSAULT,21,Game 5,-122.408384275542,37.7878271137225,home,win
TRESPASS,21,Game 5,-122.408384275542,37.7878271137225,home,win
FRAUD,21,Game 5,-122.409017007613,37.7994880717633,home,win
STOLEN PROPERTY,21,Game 5,-122.409017007613,37.7994880717633,home,win
OTHER OFFENSES,21,Game 5,-122.390027243495,37.7762997888042,home,win
DRUG/NARCOTIC,21,Game 5,-122.410791677645,37.7836952269749,home,win
OTHER OFFENSES,21,Game 5,-122.410791677645,37.7836952269749,home,win
OTHER OFFENSES,21,Game 5,-122.410791677645,37.7836952269749,home,win
LARCENY/THEFT,21,Game 5,-122.389595283252,37.7798611974198,home,win
OTHER OFFENSES,20,Game 5,-122.408231026261,37.787359494956,home,win
ASSAULT,20,Game 5,-122.391425069857,37.7778727797586,home,win
OTHER OFFENSES,20,Game 5,-122.409391574893,37.7779765037999,home,win
OTHER OFFENSES,20,Game 5,-122.409391574893,37.7779765037999,home,win
OTHER OFFENSES,20,Game 5,-122.409391574893,37.7779765037999,home,win
STOLEN PROPERTY,20,Game 5,-122.409391574893,37.7779765037999,home,win
BURGLARY,20,Game 5,-122.409391574893,37.7779765037999,home,win
LARCENY/THEFT,20,Game 5,-122.421541714261,37.7777813703773,home,win
ASSAULT,20,Game 5,-122.405618998022,37.7785045190918,home,win
LARCENY/THEFT,20,Game 5,-122.405618748152,37.7903200915161,home,win
LARCENY/THEFT,20,Game 5,-122.423637302048,37.7648666651043,home,win
NON-CRIMINAL,20,Game 5,-122.412597377187,37.7839320277273,home,win
LARCENY/THEFT,20,Game 5,-122.395011317246,37.7877182912254,home,win
NON-CRIMINAL,20,Game 5,-122.409017007613,37.7994880717633,home,win
NON-CRIMINAL,20,Game 5,-122.391024911564,37.7887786674397,home,win
NON-CRIMINAL,20,Game 5,-122.403404791479,37.775420706711,home,win
SECONDARY CODES,20,Game 5,-122.413437969731,37.7565452063743,home,win
NON-CRIMINAL,20,Game 5,-122.413437969731,37.7565452063743,home,win
LARCENY/THEFT,20,Game 5,-122.406167794377,37.8056494557581,home,win
OTHER OFFENSES,19,Game 5,-122.407745321325,37.7529342790976,home,win
LARCENY/THEFT,19,Game 5,-122.418270696719,37.8078519838014,home,win
SECONDARY CODES,19,Game 5,-122.403404791479,37.775420706711,home,win
TRESPASS,19,Game 5,-122.403404791479,37.775420706711,home,win
BURGLARY,19,Game 5,-122.403816728947,37.7814638725237,home,win
WARRANTS,19,Game 5,-122.422536478306,37.7787958771466,home,win
ASSAULT,19,Game 5,-122.422536478306,37.7787958771466,home,win
ASSAULT,19,Game 5,-122.422536478306,37.7787958771466,home,win
SUSPICIOUS OCC,19,Game 5,-122.403404791479,37.775420706711,home,win
WEAPON LAWS,19,Game 5,-122.403404791479,37.775420706711,home,win
NON-CRIMINAL,19,Game 5,-122.413681109495,37.7771214885462,home,win
VEHICLE THEFT,19,Game 5,-122.410672558539,37.7583293316963,home,win
ASSAULT,18,Game 5,-122.403404791479,37.775420706711,home,win
WARRANTS,18,Game 5,-122.403404791479,37.775420706711,home,win
SUSPICIOUS OCC,18,Game 5,-122.392237353343,37.7785204661785,home,win
LARCENY/THEFT,18,Game 5,-122.408534526845,37.7712906694516,home,win
DRUG/NARCOTIC,18,Game 5,-122.414056291891,37.7827931071006,home,win
OTHER OFFENSES,18,Game 5,-122.414056291891,37.7827931071006,home,win
OTHER OFFENSES,18,Game 5,-122.414056291891,37.7827931071006,home,win
LARCENY/THEFT,18,Game 5,-122.403390364796,37.7802655777189,home,win
VEHICLE THEFT,18,Game 5,-122.408162953857,37.7805345385278,home,win
LARCENY/THEFT,18,Game 5,-122.392949213939,37.7812347672112,home,win
LARCENY/THEFT,18,Game 5,-122.401560967513,37.7840888680389,home,win
FRAUD,18,Game 5,-122.401560967513,37.7840888680389,home,win
NON-CRIMINAL,18,Game 5,-122.403404791479,37.775420706711,home,win
MISSING PERSON,18,Game 5,-122.405283980519,37.7965510480789,home,win
MISSING PERSON,18,Game 5,-122.405283980519,37.7965510480789,home,win
SUSPICIOUS OCC,18,Game 5,-122.419183096362,37.7830998244592,home,win
LARCENY/THEFT,18,Game 5,-122.407434989523,37.7875158741623,home,win
ROBBERY,17,Game 5,-122.399617558782,37.7807906550067,home,win
OTHER OFFENSES,17,Game 5,-122.410488829308,37.7656058638705,home,win
SUSPICIOUS OCC,17,Game 5,-122.410932750782,37.769411384942,home,win
NON-CRIMINAL,17,Game 5,-122.413259498719,37.7829514828801,home,win
LARCENY/THEFT,17,Game 5,-122.403404791479,37.775420706711,home,win
NON-CRIMINAL,17,Game 5,-122.396167865037,37.7827239702919,home,win
LARCENY/THEFT,17,Game 5,-122.406742211994,37.7904732830605,home,win
LARCENY/THEFT,17,Game 5,-122.395863338513,37.7743379159759,home,win
SUSPICIOUS OCC,17,Game 5,-122.412597377187,37.7839320277273,home,win
LARCENY/THEFT,17,Game 5,-122.419671780296,37.7650501214668,home,win
LARCENY/THEFT,17,Game 5,-122.390858609124,37.779096360374,home,win
DRUG/NARCOTIC,16,Game 5,-122.417903977564,37.7851670875517,home,win
DRUG/NARCOTIC,16,Game 5,-122.417903977564,37.7851670875517,home,win
WARRANTS,16,Game 5,-122.417903977564,37.7851670875517,home,win
WARRANTS,16,Game 5,-122.400488130754,37.7958763223097,home,win
NON-CRIMINAL,16,Game 5,-122.401494315269,37.7858284327692,home,win
LARCENY/THEFT,16,Game 5,-122.395021745914,37.7753128522284,home,win
LARCENY/THEFT,16,Game 5,-122.429129674042,37.7993404474472,home,win
LARCENY/THEFT,16,Game 5,-122.421064321955,37.8008334432403,home,win
LARCENY/THEFT,16,Game 5,-122.403924079202,37.7806992112914,home,win
VEHICLE THEFT,16,Game 5,-122.405934320038,37.782295644598,home,win
LARCENY/THEFT,16,Game 5,-122.390531404145,37.7806070798477,home,win
VANDALISM,16,Game 5,-122.402394847611,37.7989063794796,home,win
ASSAULT,15,Game 5,-122.414317857881,37.7799444052046,home,win
WARRANTS,15,Game 5,-122.414317857881,37.7799444052046,home,win
VANDALISM,15,Game 5,-122.421534860062,37.7905261965099,home,win
MISSING PERSON,15,Game 5,-122.406604919508,37.7571580431915,home,win
MISSING PERSON,15,Game 5,-122.406604919508,37.7571580431915,home,win
FRAUD,15,Game 5,-122.41337058114,37.8085752673964,home,win
SUSPICIOUS OCC,15,Game 5,-122.41337058114,37.8085752673964,home,win
NON-CRIMINAL,15,Game 5,-122.417949217834,37.7697208630457,home,win
LARCENY/THEFT,15,Game 5,-122.407633520742,37.7841893501425,home,win
OTHER OFFENSES,15,Game 5,-122.422442530821,37.7829271006902,home,win
NON-CRIMINAL,15,Game 5,-122.422442530821,37.7829271006902,home,win
SECONDARY CODES,15,Game 5,-122.413714752582,37.7541851613504,home,win
OTHER OFFENSES,15,Game 5,-122.413714752582,37.7541851613504,home,win
OTHER OFFENSES,15,Game 5,-122.413714752582,37.7541851613504,home,win
VEHICLE THEFT,15,Game 5,-122.420806049169,37.7528840217529,home,win
WARRANTS,15,Game 5,-122.409373489901,37.8013694186977,home,win
LARCENY/THEFT,15,Game 5,-122.408201657254,37.7868849113107,home,win
FRAUD,15,Game 5,-122.408201657254,37.7868849113107,home,win
FRAUD,15,Game 5,-122.40038746482,37.8025735991651,home,win
NON-CRIMINAL,15,Game 5,-122.40038746482,37.8025735991651,home,win
"SEX OFFENSES, FORCIBLE",15,Game 5,-122.41469551481,37.7596861764245,home,win
MISSING PERSON,14,Game 5,-122.405375455614,37.793416332373,home,win
MISSING PERSON,14,Game 5,-122.405375455614,37.793416332373,home,win
